"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
187	0.2621648	0.2856420	0.2985715	0.0555190	0.7796744	0.5374095	0.0382474	0.9253002	0.0000000	0.0709254
188	0.2212098	0.2655150	0.3441791	0.0700657	0.7961472	0.5339193	0.0097859	0.9387397	0.0000000	0.0765315
189	0.2322844	0.2979116	0.3448334	0.0737522	0.7747293	0.5513349	0.0323343	0.9364117	0.0020999	0.0494755
190	0.2089635	0.3029546	0.3243266	0.0655527	0.8190400	0.5427542	0.0085348	0.8865906	0.0101280	0.0849212
191	0.2833466	0.2510443	0.2963193	0.0352389	0.8026669	0.5627031	0.0542048	0.9066515	0.0312737	0.0748634
192	0.2732520	0.2709965	0.3364865	0.0594392	0.7626530	0.5192679	0.0302252	0.9204648	0.0248664	0.0858994
193	0.2448992	0.2827203	0.3236431	0.0514047	0.7604506	0.5398465	0.0063480	0.8494138	0.0000000	0.0717474
194	0.1996043	0.3018556	0.3330040	0.0689920	0.7576405	0.5383528	0.0237282	0.8987205	0.0296352	0.0769254
195	0.2365137	0.2827975	0.3157233	0.0454913	0.7830322	0.5230804	0.0540996	0.9495384	0.0024673	0.0627548
196	0.2388296	0.2546702	0.3484564	0.0754268	0.7219364	0.5237148	0.0251447	0.8864151	0.0162689	0.0947807
197	0.2679428	0.2699701	0.3431760	0.0660449	0.7283052	0.5082788	0.0348448	0.9293929	0.0201156	0.0925494
198	0.2419832	0.3023806	0.2866454	0.0832650	0.7254654	0.4983698	0.0097070	0.8718633	0.0417553	0.0742430
199	0.2530345	0.3036537	0.3224136	0.0679069	0.7205937	0.5209508	0.0056716	0.9109773	0.0237495	0.1166915
200	0.2356301	0.2727626	0.3156782	0.0772717	0.6846654	0.4785246	0.0908396	0.9406037	0.0041312	0.0786891
201	0.2336380	0.2828398	0.2992616	0.0585796	0.7496359	0.5049563	0.0424364	0.8932415	0.0152601	0.0767060
202	0.2674003	0.2770963	0.3165657	0.0249003	0.7223154	0.5276476	0.0072893	0.9031615	0.0000000	0.0914559
203	0.2318925	0.3013231	0.3500483	0.0551371	0.7032980	0.5594627	0.0035581	0.9151558	0.0273077	0.0797538
204	0.2617993	0.2853699	0.3275189	0.0406984	0.7325027	0.4802329	0.0319930	0.8772460	0.0160994	0.0777070
205	0.2683419	0.3164475	0.3375748	0.0143337	0.6757754	0.5387921	0.0313004	0.9340079	0.0000000	0.0784309
206	0.3033863	0.2678570	0.3604595	0.0272691	0.7260965	0.5268908	0.0675860	0.9291147	0.0152210	0.0993185
207	0.2975971	0.3009447	0.3357761	0.0433759	0.7271728	0.5711893	0.0701346	0.8575593	0.0036927	0.0922392
208	0.2922027	0.2806172	0.3480535	0.0794321	0.6971696	0.5401759	0.0640809	0.9025603	0.0331523	0.0801328
209	0.2217385	0.2675999	0.3403457	0.0267454	0.7141036	0.5257265	0.0442953	0.9036106	0.0588693	0.0916978
210	0.2583724	0.2724766	0.3626439	0.0471107	0.6591804	0.5179229	0.0246630	0.8822481	0.0120068	0.1045669
211	0.2644900	0.2863410	0.3481658	0.0589461	0.7437534	0.4892111	0.0590960	0.9166334	0.0248766	0.0418414
212	0.2943212	0.2589820	0.3320767	0.0781334	0.6898422	0.5519181	0.0777423	0.8993825	0.0451286	0.1048815
213	0.2950814	0.2642950	0.3410945	0.0680994	0.6830705	0.5200588	0.0330425	0.9139248	0.0000000	0.1085158
214	0.2835504	0.2637291	0.3306796	0.0308366	0.7151960	0.5216309	0.0151169	0.9374125	0.0244469	0.0561299
215	0.3116650	0.2948003	0.3046151	0.0681189	0.7006655	0.5210204	0.0187556	0.9080564	0.0399312	0.0951361
216	0.3098359	0.2698408	0.3241867	0.0615626	0.7265924	0.5031813	0.0453312	0.9387780	0.0242336	0.1140122
217	0.3513390	0.2608648	0.3158780	0.0689089	0.7169803	0.5530556	0.0492457	0.9012267	0.0297509	0.0926912
218	0.3080610	0.2422925	0.2909226	0.0321389	0.7342198	0.5142963	0.0124785	0.8530578	0.0294479	0.1053693
219	0.3071174	0.3037056	0.2938097	0.0530952	0.7022556	0.5020583	0.0116624	0.8908808	0.0373578	0.0989440
220	0.3099896	0.2829413	0.3162462	0.0051153	0.6863820	0.5120767	0.0369768	0.8611096	0.0027583	0.0918445
221	0.3272580	0.2968886	0.3185953	0.0423672	0.7337439	0.5140779	0.0272209	0.8640608	0.0201228	0.0939039
